id,RESOLUTIONDATE
13612,2014/03/17 17:04:39
13613,2014/03/17 17:04:46
13614,2014/03/17 17:04:32
13615,2014/03/17 17:05:01
13683,2014/03/03 09:20:16
13687,2014/03/03 09:20:14
13689,2014/10/21 07:21:19
13690,2014/03/29 03:38:49
13693,2014/03/28 11:29:20
13699,2014/04/08 14:34:04
13703,2014/01/21 13:05:25
13733,2014/04/08 14:34:16
13734,2014/03/03 09:20:25
13742,2014/02/11 08:33:10
13752,2014/04/08 14:34:29
13753,2014/03/17 17:17:22
13754,2014/11/22 07:22:32
13755,2014/12/10 09:57:53
13756,2014/11/22 07:12:50
13757,2014/02/28 04:23:52
13758,2014/03/17 17:17:24
13759,2014/03/17 17:17:23
13760,2014/03/17 17:17:27
13761,2014/03/17 17:17:19
13762,2014/04/21 15:38:53
13809,2014/04/17 11:42:59
13815,2013/12/08 09:39:42
13864,2014/03/03 09:20:09
13868,2014/03/17 17:03:32
13871,2014/10/07 06:33:25
13874,2014/03/17 17:03:36
13875,2014/05/20 11:47:41
14095,2014/04/17 11:42:40
14098,2014/03/17 17:04:39
14124,2014/03/17 17:17:18
14150,2014/04/17 11:36:52
14154,2014/03/17 17:17:24
14155,2014/03/17 17:03:30
14156,2013/12/24 11:07:00
14166,2015/04/01 03:24:15
14205,2013/12/13 14:17:14
14218,2014/04/08 14:34:40
14228,2013/12/12 01:16:11
14229,2014/03/17 17:15:48
14230,2014/02/21 14:38:54
14231,2014/03/17 17:16:15
14233,2014/03/01 03:57:48
14234,2014/03/17 17:03:36
14235,2014/02/21 14:38:27
14236,2014/03/17 17:05:03
14241,2014/03/17 17:15:36
14243,2014/03/17 17:16:20
14244,2014/03/17 17:15:48
14245,2014/03/17 17:03:31
14250,2014/03/17 17:03:36
14251,2014/03/03 09:20:24
14271,2013/12/08 09:25:54
14272,2014/03/17 17:15:43
14273,2014/03/17 17:16:12
14274,2014/03/17 17:16:03
14275,2014/03/17 17:15:57
14276,2014/03/17 17:16:19
14277,2014/03/17 17:15:42
14278,2014/03/17 17:16:18
14279,2014/03/17 17:17:26
14280,2014/03/17 17:16:03
14281,2014/03/17 17:16:05
14282,2014/03/17 17:16:19
14283,2014/03/17 17:17:20
14291,2014/03/17 17:04:43
14294,2014/03/17 17:16:11
14295,2014/02/28 07:35:39
14296,2014/02/28 07:35:22
14297,2014/02/28 07:35:01
14298,2014/12/13 04:46:25
14300,2014/03/17 17:17:15
14305,2014/03/17 17:16:07
14335,2014/03/17 17:16:24
14336,2014/03/17 17:16:23
14338,2014/03/06 02:27:34
14340,2014/03/17 17:16:23
14341,2014/03/17 17:16:07
14343,2014/04/17 03:25:54
14347,2014/01/22 10:51:55
14351,2014/01/22 10:49:56
14352,2014/01/22 10:51:27
14353,2014/01/22 10:52:31
14356,2014/01/24 10:24:06
14357,2014/01/24 10:25:52
14358,2014/09/12 08:18:28
14363,2014/01/24 10:28:06
14366,2013/12/13 14:23:48
14377,2014/09/17 03:21:13
14383,2014/01/24 10:30:16
14386,2014/01/24 10:32:36
14388,2014/01/24 10:35:51
14390,2014/10/03 09:12:33
14391,2014/06/26 03:28:23
14412,2014/03/17 17:04:39
14413,2014/03/17 17:05:03
14414,2013/12/17 04:55:55
14415,2014/03/17 17:04:45
14416,2014/03/17 17:05:01
14417,2014/03/17 17:05:01
14421,2014/03/17 17:04:37
14422,2014/03/17 17:05:00
14424,2014/12/06 12:58:11
14425,2014/12/06 12:59:58
14426,2014/03/17 17:04:37
14427,2014/03/17 17:04:39
14428,2014/03/17 17:04:55
14429,2014/03/17 17:04:58
14430,2014/03/17 17:03:31
14432,2014/04/12 03:59:33
14434,2014/03/17 17:04:50
14435,2014/03/17 17:04:34
14436,2014/03/17 17:04:55
14437,2014/03/17 17:05:05
14438,2014/03/17 17:04:37
14439,2014/03/25 07:36:59
14440,2014/03/17 17:05:01
14441,2014/03/17 17:04:40
14442,2014/03/17 17:04:47
14443,2014/03/17 17:05:02
14444,2014/03/17 17:04:35
14445,2014/03/17 17:03:33
14446,2014/03/17 17:04:42
14447,2014/03/17 17:04:36
14448,2014/03/17 17:05:03
14449,2014/03/17 17:04:56
14450,2014/03/17 17:05:04
14451,2014/03/17 17:05:07
14454,2014/03/01 06:44:23
14455,2014/02/14 02:50:24
14464,2014/03/17 17:04:36
14465,2014/03/17 17:04:41
14466,2014/03/17 17:04:40
14467,2014/03/17 17:04:46
14468,2014/03/17 17:05:01
14469,2014/03/17 17:05:05
14470,2014/10/31 02:51:07
14471,2014/12/17 11:26:03
14472,2014/11/22 07:25:14
14473,2014/11/22 07:24:48
14474,2015/07/31 04:42:53
14475,2014/09/11 12:09:36
14476,2014/05/03 06:40:46
14477,2014/03/17 17:04:45
14478,2014/11/01 01:58:33
14479,2014/12/30 11:32:00
14480,2014/12/31 07:01:04
14481,2014/11/26 12:41:50
14482,2014/11/22 07:50:11
14483,2014/11/22 07:22:45
14484,2014/03/17 17:04:37
14485,2014/03/17 17:04:53
14490,2014/11/22 07:24:15
14491,2014/12/30 06:08:58
14492,2014/02/28 04:22:13
14493,2014/03/17 17:05:05
14494,2014/03/17 17:04:51
14495,2014/03/17 17:04:39
14496,2014/12/06 02:15:59
14497,2014/10/18 09:27:51
14498,2014/09/02 21:07:29
14499,2015/06/02 07:20:36
14500,2014/03/17 17:05:01
14501,2014/03/17 17:04:54
14502,2014/03/17 17:05:04
14503,2014/11/08 10:15:51
14504,2014/03/17 17:03:34
14505,2014/03/17 17:04:46
14506,2014/03/17 17:04:57
14507,2014/03/17 17:04:45
14508,2014/01/30 11:20:14
14509,2014/03/17 17:04:56
14510,2014/03/17 17:04:37
14511,2014/03/17 17:04:39
14512,2014/06/19 01:53:32
14513,2014/03/17 17:04:59
14514,2014/03/17 17:04:50
14515,2014/03/17 17:04:35
14516,2014/06/13 02:48:32
14517,2014/03/17 17:04:32
14518,2014/03/17 17:04:33
14519,2014/03/17 17:04:58
14520,2014/05/07 11:37:37
14521,2014/03/17 17:04:38
14522,2014/03/17 17:04:33
14523,2014/03/17 17:05:05
14524,2014/03/17 17:04:32
14525,2014/06/24 03:13:56
14526,2014/03/17 17:04:43
14527,2014/03/17 17:04:34
14528,2014/03/17 17:04:42
14529,2014/04/08 06:27:22
14530,2014/01/24 06:01:06
14531,2014/03/17 17:04:44
14532,2014/03/17 17:04:53
14533,2014/03/17 17:04:57
14534,2014/03/17 17:05:06
14535,2014/03/17 17:04:54
14536,2014/03/17 17:04:35
14537,2014/03/17 17:05:00
14538,2014/10/29 05:16:41
14540,2014/03/17 17:04:36
14541,2014/03/17 17:04:44
14542,2014/03/29 20:17:09
14543,2014/03/17 17:04:44
14544,2014/03/17 17:04:45
14545,2014/03/17 17:03:38
14546,2014/03/17 17:04:36
14547,2014/04/05 05:32:41
14548,2014/03/17 17:04:42
14549,2014/03/17 17:05:06
14550,2014/03/17 17:05:04
14551,2014/12/11 11:29:08
14552,2014/03/17 17:04:52
14553,2014/03/17 17:04:57
14554,2014/03/17 17:04:44
14555,2014/03/17 17:04:47
14556,2014/03/17 17:03:37
14557,2014/03/17 17:05:01
14558,2014/03/17 17:05:06
14559,2014/03/17 17:05:04
14560,2014/03/17 17:04:56
14561,2014/12/16 04:41:29
14562,2014/04/15 06:26:56
14563,2014/03/17 17:04:53
14564,2013/12/24 07:40:34
14565,2014/08/21 11:57:51
14566,2014/07/25 19:59:23
14567,2014/12/02 20:48:28
14568,2014/03/17 17:04:50
14569,2014/03/17 17:04:41
14570,2014/03/17 17:04:51
14571,2014/03/17 17:04:49
14572,2014/08/22 08:26:58
14573,2014/03/17 17:04:45
14574,2014/03/17 17:04:48
14575,2014/06/03 11:25:01
14576,2014/03/17 17:03:38
14577,2014/03/17 17:04:43
14578,2014/03/17 17:04:39
14579,2014/03/17 17:04:53
14581,2014/03/17 17:04:41
14582,2014/03/17 17:05:02
14583,2014/05/14 05:24:25
14584,2014/02/12 13:39:33
14586,2014/03/17 17:04:54
14587,2014/03/17 17:04:41
14588,2014/03/17 17:04:44
14589,2014/03/17 17:04:59
14590,2014/08/09 06:57:58
14591,2014/03/17 17:04:54
14592,2015/05/29 01:44:34
14593,2014/03/17 17:04:33
14594,2014/03/17 17:05:02
14595,2014/04/15 07:35:56
14597,2014/03/17 17:04:41
14598,2014/04/15 02:16:29
14599,2014/03/17 17:04:48
14600,2014/03/17 17:04:43
14601,2014/03/17 17:04:45
14602,2014/03/17 17:04:36
14603,2014/04/15 06:22:48
14604,2014/02/26 04:39:08
14605,2014/12/09 08:16:44
14606,2014/10/05 08:47:20
14607,2014/12/05 12:36:17
14608,2014/02/26 04:37:39
14609,2014/03/17 17:04:46
14610,2014/04/16 10:06:12
14611,2014/03/17 17:04:43
14612,2014/04/12 03:18:23
14613,2014/03/25 07:35:11
14614,2014/03/17 17:03:37
14615,2014/03/17 17:03:35
14616,2014/01/24 06:06:27
14617,2014/03/17 17:04:34
14618,2014/09/10 12:16:26
14619,2014/03/04 07:05:29
14620,2014/03/01 09:37:32
14621,2014/03/17 17:15:42
14622,2014/03/07 09:48:33
14623,2014/03/17 17:16:13
14624,2014/03/01 09:35:51
14625,2014/03/17 17:16:02
14626,2014/03/17 17:16:11
14627,2014/03/17 17:16:18
14628,2014/03/01 11:38:48
14629,2014/03/01 09:33:53
14630,2014/03/01 12:11:17
14631,2014/03/01 09:36:50
14632,2014/03/17 17:15:45
14633,2014/03/17 17:16:07
14634,2014/03/01 09:39:24
14635,2014/03/01 11:08:27
14636,2014/03/01 11:09:00
14637,2014/03/01 11:12:15
14638,2014/03/07 12:17:58
14639,2014/03/01 11:09:23
14640,2014/03/17 17:16:08
14641,2014/03/01 09:32:53
14642,2014/04/22 07:27:19
14643,2014/03/20 10:32:27
14644,2014/03/17 17:16:17
14645,2014/03/01 12:42:04
14646,2014/03/01 09:36:46
14647,2014/03/01 09:33:32
14648,2014/03/01 09:38:47
14649,2014/03/01 09:34:56
14650,2014/03/17 17:16:01
14651,2014/03/17 17:16:04
14652,2014/03/17 17:15:48
14653,2014/03/17 17:15:49
14654,2014/08/29 10:14:09
14656,2014/02/26 11:39:54
14658,2014/08/29 10:14:59
14659,2014/02/26 11:44:52
14660,2014/09/04 07:31:42
14662,2014/08/28 08:41:06
14663,2014/08/28 08:41:28
14665,2014/08/29 10:15:42
14666,2014/02/26 11:44:38
14672,2014/08/29 10:16:49
14674,2014/02/26 11:44:22
14677,2014/08/29 10:17:05
14678,2014/08/29 10:17:31
14679,2014/08/29 10:17:58
14681,2014/08/29 10:18:39
14683,2014/08/29 10:21:33
14684,2014/02/26 11:44:08
14685,2014/08/28 08:40:36
14686,2014/08/29 10:22:12
14688,2014/09/04 07:43:46
14689,2014/02/26 11:43:55
14690,2014/09/04 07:44:06
14691,2014/02/26 11:43:42
14693,2014/08/28 08:40:21
14695,2014/02/26 11:43:28
14697,2014/09/04 07:44:21
14698,2014/09/04 07:44:35
14699,2014/08/29 10:22:36
14701,2014/08/29 10:24:07
14702,2014/08/29 10:24:34
14703,2014/08/29 10:25:15
14704,2014/08/29 10:25:52
14705,2014/09/06 10:24:43
14710,2014/08/29 10:26:56
14713,2014/08/28 08:40:53
14714,2014/08/29 10:27:18
14715,2014/09/04 07:46:20
14717,2014/02/26 11:43:04
14718,2014/08/29 10:27:41
14721,2014/09/04 07:46:39
14722,2014/02/26 11:38:24
14723,2014/08/29 10:28:19
14724,2014/08/28 08:41:38
14727,2014/09/04 07:47:07
14728,2014/08/29 10:29:32
14730,2014/08/28 08:41:49
14731,2014/02/26 11:42:26
14732,2014/02/26 11:42:42
14733,2014/09/04 07:47:39
14734,2014/09/04 07:48:49
14735,2014/09/05 05:55:23
14736,2014/02/26 11:24:37
14737,2014/09/04 07:49:27
14738,2014/09/04 07:49:53
14739,2014/08/29 10:35:27
14740,2014/09/04 07:50:08
14741,2014/02/26 11:25:04
14742,2014/09/04 07:50:24
14743,2014/09/04 07:50:39
14744,2014/09/04 07:50:54
14747,2014/09/04 07:51:11
14748,2014/09/04 07:51:44
14750,2014/02/26 11:25:23
14751,2014/09/04 07:52:32
14752,2014/09/04 07:52:47
14753,2014/02/26 11:25:42
14754,2014/09/04 07:53:13
14755,2014/08/29 10:37:37
14757,2014/08/30 09:10:48
14758,2014/09/04 07:53:28
14759,2014/09/09 07:10:27
14760,2014/09/04 07:53:55
14761,2014/09/04 07:54:13
14762,2014/09/04 07:54:44
14763,2014/09/04 07:55:03
14764,2014/09/04 07:55:27
14765,2014/08/30 09:11:07
14766,2014/09/04 07:55:50
14767,2014/09/04 07:56:10
14768,2014/02/26 11:25:58
14769,2014/09/04 07:56:28
14770,2014/08/30 09:11:32
14772,2014/09/04 07:56:45
14773,2014/02/26 11:26:14
14774,2014/09/04 07:57:12
14775,2014/09/06 05:20:16
14776,2014/09/04 07:59:04
14778,2014/08/30 09:14:16
14779,2014/09/06 05:20:59
14782,2014/09/04 07:59:35
14785,2014/08/31 05:49:29
14786,2014/08/30 09:18:29
14787,2014/09/01 06:16:13
14788,2014/09/04 07:59:57
14791,2014/02/26 11:26:47
14792,2014/09/04 08:00:13
14793,2014/09/04 08:00:33
14794,2014/08/30 09:20:14
14795,2014/02/26 11:27:02
14796,2014/09/04 08:00:53
14798,2014/09/03 09:10:02
14800,2014/09/04 08:01:37
14801,2014/02/26 11:27:39
14802,2014/09/04 08:01:52
14804,2014/09/04 08:02:15
14806,2014/09/06 06:49:05
14807,2014/09/04 08:02:50
14808,2014/09/04 09:38:15
14809,2014/09/04 08:03:35
14810,2014/09/03 09:09:40
14812,2014/09/04 08:03:53
14813,2014/02/26 11:27:54
14814,2014/09/04 08:04:07
14815,2014/02/26 11:29:15
14817,2014/08/30 09:26:33
14819,2014/09/03 09:09:51
14820,2014/02/26 11:30:58
14821,2014/09/04 08:04:22
14825,2014/09/03 09:10:24
14828,2014/09/04 08:04:37
14829,2013/12/17 10:03:37
14830,2013/12/17 10:03:15
14831,2014/09/11 08:28:09
14834,2014/08/30 09:28:15
14835,2013/12/17 10:07:30
14836,2014/08/30 09:29:54
14837,2014/02/26 11:31:17
14838,2013/12/17 10:02:43
14839,2014/09/04 08:05:02
14840,2014/09/04 05:48:04
14841,2014/08/30 09:31:46
14842,2014/09/03 09:10:39
14843,2014/08/30 09:32:53
14844,2014/08/30 09:33:12
14845,2014/08/30 09:33:29
14846,2014/08/30 09:34:07
14849,2014/02/26 11:31:43
14850,2014/02/26 11:32:14
14851,2014/02/26 11:32:28
14852,2014/08/30 09:34:32
14853,2014/08/30 09:34:50
14854,2014/09/04 06:34:40
14855,2014/08/30 09:44:44
14856,2014/09/04 09:35:20
14857,2014/09/03 09:06:59
14859,2014/09/03 09:10:59
14860,2014/02/26 11:32:48
14865,2014/02/26 11:34:31
14866,2014/08/30 09:48:34
14867,2014/02/26 11:34:53
14868,2014/02/26 11:35:10
14869,2014/09/04 08:05:53
14872,2014/02/26 11:35:33
14874,2014/08/30 09:49:51
14875,2014/08/30 09:50:27
14876,2014/08/30 09:50:57
14877,2014/02/26 11:35:48
14878,2014/08/30 09:51:24
14880,2014/09/03 06:23:50
14881,2014/08/30 09:52:44
14882,2014/09/04 08:07:40
14883,2014/02/26 11:36:09
14889,2014/08/30 09:54:50
14891,2014/08/30 09:55:10
14892,2014/08/30 09:55:31
14893,2014/02/26 11:36:39
14894,2014/02/26 11:37:05
14895,2014/02/26 11:37:28
14896,2014/09/04 10:54:06
14897,2014/09/03 06:04:56
14898,2014/09/09 04:03:49
14899,2014/09/03 06:05:32
14902,2014/02/26 11:37:54
14903,2014/09/11 08:36:27
14904,2014/02/26 11:21:19
14906,2014/09/06 05:45:00
14907,2014/09/11 08:35:40
14909,2014/09/03 06:25:00
14910,2014/09/03 06:24:36
14912,2014/09/03 03:24:26
14913,2014/09/03 06:25:20
14914,2014/09/03 06:25:40
14916,2014/04/08 14:34:53
14951,2014/02/06 02:40:44
14952,2014/03/17 17:05:02
14953,2014/08/08 22:52:49
14954,2014/03/17 17:04:35
14955,2014/03/17 17:04:42
14956,2014/03/17 17:05:07
14957,2014/08/01 00:56:12
14958,2014/04/09 01:34:49
14959,2014/03/17 17:03:38
14960,2014/07/31 19:51:07
14964,2014/10/27 23:40:43
14965,2014/10/27 23:39:36
14966,2014/10/27 23:38:55
14967,2014/05/27 23:54:13
14968,2014/03/17 17:04:41
14969,2014/10/27 23:29:08
14970,2014/03/17 17:04:59
14972,2015/06/22 17:34:38
14973,2014/10/27 23:28:29
14974,2014/05/12 18:58:25
14982,2014/03/17 17:15:52
14983,2014/03/17 17:15:41
14987,2014/05/23 10:55:01
14990,2014/03/17 17:16:07
14991,2014/03/17 17:16:22
14992,2014/02/21 06:40:52
14996,2014/03/17 17:16:24
15005,2014/04/17 11:42:11
15021,2014/09/23 07:42:19
15022,2014/02/26 17:07:22
15024,2014/03/17 17:15:54
15025,2014/03/17 17:16:23
15027,2014/03/17 17:16:06
15028,2014/03/17 17:16:01
15029,2015/07/08 09:33:40
15033,2014/09/03 06:34:39
15034,2014/03/17 17:05:07
15035,2014/03/17 17:05:06
15036,2014/05/14 05:04:50
15037,2014/03/17 17:05:01
15038,2014/03/29 03:34:04
15039,2014/03/17 17:04:59
15040,2014/03/17 17:04:49
15041,2014/05/02 18:38:02
15042,2014/07/31 19:51:40
15044,2014/03/17 17:03:32
15046,2014/02/21 06:23:48
15047,2014/03/17 17:16:17
15048,2014/03/17 17:15:46
15049,2014/03/17 17:15:57
15050,2014/02/21 09:50:47
15051,2014/03/17 17:15:41
15052,2014/03/17 17:17:25
15053,2014/03/17 17:17:21
15054,2014/03/17 17:17:24
15055,2014/03/17 17:16:20
15064,2014/09/03 19:27:35
15065,2014/03/07 12:32:38
15105,2014/09/03 04:31:33
15106,2014/09/11 13:37:11
15109,2014/03/17 17:16:00
15110,2014/03/17 17:15:57
15111,2014/03/17 17:17:14
15114,2014/02/21 14:36:35
15137,2014/03/17 17:15:55
15138,2014/03/26 05:46:12
15139,2014/03/17 17:16:22
15140,2014/03/17 17:15:43
15141,2014/03/17 17:15:59
15142,2014/03/17 17:16:16
15143,2013/12/13 13:49:13
15200,2014/03/17 17:15:53
15203,2013/12/13 14:18:48
15320,2014/03/17 17:16:03
15322,2014/10/07 06:33:08
15323,2014/10/07 06:32:54
15329,2014/03/17 17:16:11
15330,2014/09/03 19:32:23
15339,2014/09/03 06:33:39
15340,2014/02/27 09:41:05
15341,2014/11/11 04:51:27
15352,2014/02/21 03:26:47
15353,2014/04/25 03:16:53
15354,2014/02/20 07:30:31
15355,2014/04/08 14:35:06
15360,2014/02/21 14:26:40
15361,2014/09/03 06:34:27
15362,2014/09/03 06:39:07
15363,2014/09/03 06:39:44
15364,2014/05/28 06:43:07
15365,2014/03/17 17:15:49
15370,2014/03/17 17:15:54
15371,2014/03/17 17:15:47
15376,2014/03/17 17:15:57
15388,2014/05/29 17:04:21
15412,2014/03/17 17:16:00
15414,2014/02/26 11:47:11
15417,2014/03/17 17:05:04
15418,2015/10/03 17:01:12
15425,2014/03/03 09:20:17
15428,2014/03/20 08:32:14
15429,2014/03/20 08:33:39
15455,2014/05/14 04:59:20
15458,2014/03/17 17:03:29
15459,2014/03/17 17:04:55
15460,2014/03/17 17:04:49
15462,2014/03/17 17:04:48
15463,2013/12/25 08:27:41
15464,2014/03/17 17:15:37
15475,2014/03/17 17:17:23
15483,2014/03/03 09:20:09
15508,2014/08/29 10:01:33
15514,2014/03/17 17:16:13
15517,2014/06/28 06:51:06
15518,2014/03/17 17:03:31
15519,2014/03/17 17:03:38
15521,2014/02/26 11:46:57
15522,2014/05/29 06:13:31
15523,2014/03/19 06:58:46
15528,2014/10/30 08:22:34
15529,2014/09/29 16:33:25
15531,2014/04/08 14:35:40
15806,2014/07/22 17:49:57
15808,2014/07/22 17:50:47
16134,2014/03/31 10:14:51
16204,2014/05/02 08:59:54
16214,2015/11/07 21:08:48
16236,2014/04/08 14:35:52
16246,2014/09/03 09:07:50
16247,2014/09/03 06:38:42
16250,2014/03/17 17:04:42
16261,2014/01/10 10:48:37
16377,2014/03/17 17:05:04
16378,2014/05/06 01:59:26
16494,2014/04/08 14:36:08
16612,2013/12/25 08:28:50
16613,2014/04/15 02:15:11
16616,2014/04/17 11:42:30
16627,2014/03/17 17:16:17
16632,2014/03/17 17:04:37
16633,2014/01/24 06:15:36
16638,2014/02/21 14:36:07
16640,2014/03/17 17:15:37
16641,2014/03/11 06:11:50
16644,2014/02/21 09:49:25
16645,2014/03/17 17:15:51
16646,2014/09/04 08:10:32
16647,2014/03/17 17:15:38
16648,2014/03/01 09:41:16
16649,2014/10/22 03:13:49
16650,2014/03/17 17:15:47
16653,2014/03/17 17:15:51
16659,2014/02/13 03:38:13
16661,2014/03/17 17:16:24
16679,2013/12/07 15:05:26
16680,2014/03/17 17:04:50
16688,2014/03/17 17:03:34
16691,2014/03/17 17:03:33
16692,2014/03/17 17:04:50
16693,2014/03/11 06:11:36
16699,2014/03/03 09:20:15
16700,2014/03/03 09:20:09
16701,2014/03/17 17:16:20
16709,2014/07/25 03:13:33
16728,2014/04/12 01:29:29
16729,2014/02/07 18:30:44
16731,2014/05/29 14:34:07
16733,2014/10/27 23:28:52
